Date,InputTime,DayHigh,DayLow,isDayHighBreak,isDayLowBreak,isItComesToStartingPointForTheHigh,isItComesToStartingPointForTheLow,CurrentPrice,ClosingPrice
2020-01-01,13:00,12222.20,12165.30,False,False,False,False,12182.60,12187.95
2020-01-02,13:00,12270.30,12195.25,True,False,True,False,12251.00,12283.50
2020-01-03,13:00,12265.60,12213.80,False,True,False,True,12225.90,12229.65
2020-01-06,13:00,12179.10,12007.95,False,True,False,True,12013.55,11997.95
2020-01-07,13:00,12152.15,12053.35,False,True,False,True,12071.80,12064.00
2020-01-08,13:00,12044.95,11929.60,False,False,False,False,11998.30,12021.70
2020-01-09,13:00,12196.35,12132.55,True,False,True,False,12193.85,12213.35
2020-01-10,13:00,12311.20,12230.85,False,True,False,True,12292.35,12258.20
2020-01-13,13:00,12337.75,12285.80,False,False,False,False,12334.65,12329.80
2020-01-14,13:00,12349.75,12308.70,True,False,True,False,12336.55,12360.85
2020-01-15,13:00,12350.30,12284.40,True,True,True,True,12290.20,12339.50
2020-01-16,13:00,12389.05,12315.80,False,False,False,False,12333.80,12356.30
2020-01-17,13:00,12385.45,12321.40,False,False,False,False,12349.35,12349.45
2020-01-20,13:00,12427.95,12261.00,False,True,False,True,12264.15,12231.60
2020-01-21,13:00,12230.05,12162.45,False,True,False,True,12187.90,12165.40
2020-01-22,13:00,12225.05,12119.15,False,True,False,True,12133.35,12111.65
2020-01-23,13:00,12179.05,12094.10,True,False,True,False,12161.40,12177.35
2020-01-24,13:00,12246.35,12149.65,True,False,True,False,12231.35,12250.50
2020-01-27,13:00,12216.60,12154.60,False,True,False,True,12192.90,12108.45
2020-01-28,13:00,12163.55,12095.35,False,True,False,True,12123.75,12060.10
2020-01-29,13:00,12161.65,12110.10,True,True,True,True,12145.95,12131.60
2020-01-30,13:00,12150.30,12032.55,False,True,False,True,12035.45,12020.10
2020-01-31,13:00,12103.55,11961.55,False,True,False,True,11990.50,11966.20
2020-02-01,13:00,12017.35,11880.65,False,True,False,True,11897.75,11643.65
2020-02-03,13:00,11749.85,11614.50,False,False,False,False,11712.95,11717.30
2020-02-04,13:00,11954.05,11783.40,True,False,True,False,11933.00,11976.80
2020-02-05,13:00,12049.60,11953.35,True,False,True,False,12012.10,12094.20
2020-02-06,13:00,12159.00,12084.65,True,False,True,False,12157.95,12130.80
2020-02-07,13:00,12154.70,12074.55,False,True,False,True,12097.90,12087.05
2020-02-10,13:00,12103.55,11990.75,False,False,False,False,12023.40,12037.35
2020-02-11,13:00,12172.30,12103.10,False,True,False,True,12137.40,12113.15
2020-02-12,13:00,12231.75,12144.30,False,False,False,False,12201.90,12201.30
2020-02-13,13:00,12225.65,12139.80,False,False,False,False,12152.95,12169.75
2020-02-14,13:00,12246.70,12097.90,False,True,False,True,12155.05,12110.00
2020-02-17,13:00,12159.60,12060.95,False,True,False,True,12065.45,12050.30
2020-02-18,13:00,12030.75,11909.20,False,True,False,True,11941.40,12007.65
2020-02-19,13:00,12126.00,12042.10,True,False,True,False,12119.40,12129.45
2020-02-20,13:00,12152.00,12092.80,False,True,False,True,12138.15,12075.70
2020-02-24,13:00,12001.65,11923.85,False,True,False,True,11956.65,11830.95
2020-02-25,13:00,11883.05,11810.15,False,True,False,True,11830.35,11810.15
2020-02-26,13:00,11743.45,11679.55,True,True,True,True,11733.90,11673.85
2020-02-27,13:00,11663.85,11536.70,False,False,False,False,11596.40,11616.85
2020-02-28,13:00,11384.80,11233.95,False,True,False,True,11303.85,11220.60
2020-03-02,13:00,11433.00,11308.30,False,True,False,True,11366.50,11140.20
2020-03-03,13:00,11317.10,11152.55,True,False,True,False,11253.05,11320.50
2020-03-04,13:00,11356.60,11188.60,False,True,False,True,11207.55,11251.10
2020-03-05,13:00,11389.50,11249.45,False,True,False,True,11354.05,11254.95
2020-03-06,13:00,10981.90,10827.40,True,False,True,False,10954.45,10973.85
2020-03-09,13:00,10751.55,10363.60,False,True,False,True,10427.35,10455.10
2020-03-11,13:00,10529.55,10334.00,True,False,True,False,10490.05,10452.30
2020-03-12,13:00,10040.75,9648.65,False,True,False,True,9778.40,9633.20
2020-03-13,13:00,9909.55,8476.15,True,False,True,False,9868.95,10020.75
2020-03-16,13:00,9602.20,9339.25,False,True,False,True,9448.90,9200.50
2020-03-17,13:00,9403.80,9016.85,False,True,False,True,9280.20,8963.25
2020-03-18,13:00,9127.55,8570.90,False,True,False,True,8570.90,8534.55
2020-03-19,13:00,8390.55,7832.55,True,False,True,False,8271.60,8260.45
2020-03-20,13:00,8740.25,8178.20,True,False,True,False,8736.65,8728.50
2020-03-23,13:00,8355.55,7690.10,False,True,False,True,7810.45,7633.40
2020-03-24,13:00,8036.95,7511.10,False,False,False,False,7872.95,7831.95
2020-03-25,13:00,8145.45,7714.75,True,False,True,False,8143.75,8284.35
2020-03-26,13:00,8749.05,8304.90,False,False,False,False,8708.55,8657.60
2020-03-27,13:00,9038.90,8537.90,False,True,False,True,8630.45,8675.60
2020-03-30,13:00,8576.00,8333.60,False,True,False,True,8421.75,8284.70
2020-03-31,13:00,8604.05,8358.00,True,False,True,False,8576.25,8563.20
2020-04-01,13:00,8588.10,8269.15,False,True,False,True,8275.40,8259.55
2020-04-03,13:00,8349.85,8096.90,False,True,False,True,8125.50,8100.40
