Date,InputTime,DayHigh,DayLow,isDayHighBreak,isDayLowBreak,isItComesToStartingPointForTheHigh,isItComesToStartingPointForTheLow,CurrentPrice,ClosingPrice
2014-01-01,13:00,6327.20,6301.65,False,True,False,True,6311.20,6302.85
2014-01-02,13:00,6358.30,6300.65,False,True,False,True,6342.40,6212.05
2014-01-03,13:00,6209.05,6173.40,True,True,True,True,6177.90,6218.55
2014-01-06,13:00,6224.70,6176.15,False,True,False,True,6199.10,6190.90
2014-01-07,13:00,6221.50,6144.75,False,False,False,False,6158.85,6161.35
2014-01-08,13:00,6191.20,6160.35,True,False,True,False,6170.90,6172.50
2014-01-09,13:00,6188.05,6151.85,False,True,False,True,6156.10,6170.35
2014-01-10,13:00,6222.75,6139.60,True,False,True,False,6209.95,6171.60
2014-01-13,13:00,6259.00,6194.60,True,False,True,False,6236.25,6284.50
2014-01-14,13:00,6280.35,6250.20,False,True,False,True,6257.50,6245.90
2014-01-15,13:00,6316.70,6265.30,True,False,True,False,6288.85,6321.75
2014-01-16,13:00,6346.50,6299.85,False,False,False,False,6308.70,6316.20
2014-01-17,13:00,6327.10,6278.45,False,True,False,True,6286.75,6269.55
2014-01-20,13:00,6304.95,6243.35,True,False,True,False,6279.00,6303.05
2014-01-21,13:00,6330.30,6297.90,False,False,False,False,6317.50,6317.15
2014-01-22,13:00,6329.75,6287.45,True,False,True,False,6326.50,6335.65
2014-01-23,13:00,6345.05,6316.40,True,False,True,False,6344.50,6349.35
2014-01-24,13:00,6331.45,6269.15,False,True,False,True,6285.30,6268.20
2014-01-27,13:00,6188.55,6156.85,False,True,False,True,6174.35,6145.95
2014-01-28,13:00,6163.60,6085.95,False,False,False,False,6119.95,6129.60
2014-01-29,13:00,6170.45,6146.45,False,True,False,True,6154.95,6126.05
2014-01-30,13:00,6072.95,6044.40,True,True,True,True,6051.05,6082.05
2014-01-31,13:00,6097.30,6068.35,True,True,True,True,6086.70,6089.20
2014-02-03,13:00,6074.85,6027.60,False,True,False,True,6027.90,5996.90
2014-02-04,13:00,5971.25,5933.30,True,False,True,False,5958.50,6008.15
2014-02-05,13:00,6014.00,5962.05,True,False,True,False,6011.25,6024.45
2014-02-06,13:00,6048.35,5965.40,False,False,False,False,5992.90,6036.70
2014-02-07,13:00,6079.95,6051.05,False,True,False,True,6074.45,6067.70
2014-02-10,13:00,6083.05,6051.30,False,True,False,True,6060.10,6048.75
2014-02-11,13:00,6081.85,6053.25,False,False,False,False,6065.55,6062.70
2014-02-12,13:00,6106.60,6080.35,False,True,False,True,6091.35,6079.65
2014-02-13,13:00,6094.40,6031.45,False,True,False,True,6034.85,5991.80
2014-02-14,13:00,6033.30,5990.80,True,True,True,True,6015.40,6052.70
2014-02-17,13:00,6079.35,6038.30,True,False,True,False,6060.00,6079.20
2014-02-18,13:00,6136.30,6066.80,True,False,True,False,6131.95,6119.05
2014-02-19,13:00,6144.50,6125.75,True,False,True,False,6144.10,6159.80
2014-02-20,13:00,6129.10,6105.50,False,True,False,True,6118.80,6091.95
2014-02-21,13:00,6148.60,6108.00,True,False,True,False,6138.90,6152.30
2014-02-24,13:00,6172.40,6130.80,True,False,True,False,6166.90,6187.85
2014-02-25,13:00,6216.85,6176.60,False,False,False,False,6187.05,6196.30
2014-02-26,13:00,6228.90,6202.10,True,False,True,False,6227.20,6242.30
2014-02-28,13:00,6274.25,6228.10,True,False,True,False,6251.45,6269.55
2014-03-03,13:00,6277.75,6233.65,False,True,False,True,6241.80,6217.95
2014-03-04,13:00,6296.80,6215.70,True,False,True,False,6294.95,6298.00
2014-03-05,13:00,6333.90,6287.80,True,False,True,False,6323.55,6323.65
2014-03-06,13:00,6369.30,6339.70,True,False,True,False,6365.85,6400.25
2014-03-07,13:00,6506.15,6413.55,True,False,True,False,6501.90,6521.20
2014-03-10,13:00,6548.75,6487.35,True,False,True,False,6522.20,6536.95
2014-03-11,13:00,6562.85,6504.65,False,True,False,True,6510.75,6519.70
2014-03-12,13:00,6546.15,6487.30,False,False,False,False,6515.60,6521.95
2014-03-13,13:00,6561.45,6487.55,False,True,False,True,6547.45,6493.05
2014-03-14,13:00,6472.95,6434.05,True,True,True,True,6444.15,6503.55
2014-03-18,13:00,6574.95,6531.90,False,True,False,True,6541.20,6514.00
2014-03-19,13:00,6541.20,6506.00,False,False,False,False,6529.80,6524.05
2014-03-20,13:00,6523.65,6488.50,False,True,False,True,6497.90,6486.95
2014-03-21,13:00,6522.90,6485.70,False,False,False,False,6500.90,6494.90
2014-03-22,13:00,6502.65,6481.35,False,False,False,False,6494.90,6494.90
2014-03-24,13:00,6580.90,6514.95,True,False,True,False,6576.90,6585.85
2014-03-25,13:00,6591.50,6544.85,True,False,True,False,6576.45,6588.40
2014-03-26,13:00,6627.45,6607.55,False,True,False,True,6622.25,6598.40
2014-03-27,13:00,6646.20,6599.50,True,False,True,False,6640.15,6648.45
2014-03-28,13:00,6684.95,6643.80,True,False,True,False,6651.35,6697.35
2014-03-31,13:00,6730.05,6689.55,False,True,False,True,6700.20,6704.25
2014-04-01,13:00,6732.25,6675.45,False,False,False,False,6688.15,6720.70
2014-04-02,13:00,6763.50,6726.30,False,True,False,True,6736.80,6756.30
2014-04-03,13:00,6776.75,6711.70,False,True,False,True,6719.10,6741.90
2014-04-04,13:00,6739.15,6696.80,False,True,False,True,6711.00,6695.15
2014-04-07,13:00,6725.15,6651.30,False,True,False,True,6658.95,6695.60
2014-04-09,13:00,6733.60,6705.10,True,False,True,False,6712.05,6804.05
2014-04-10,13:00,6819.05,6781.25,False,True,False,True,6811.60,6779.40
2014-04-11,13:00,6773.55,6743.15,True,False,True,False,6758.90,6770.65
2014-04-15,13:00,6813.40,6711.75,False,False,False,False,6715.50,6729.40
2014-04-16,13:00,6748.65,6691.55,False,True,False,True,6693.45,6671.35
2014-04-17,13:00,6741.65,6684.40,True,False,True,False,6725.35,6778.70
2014-04-21,13:00,6806.00,6786.90,True,False,True,False,6796.80,6812.35
2014-04-22,13:00,6838.00,6813.00,False,True,False,True,6821.65,6818.80
2014-04-23,13:00,6861.60,6820.75,False,False,False,False,6842.70,6850.85
2014-04-25,13:00,6869.85,6807.80,False,True,False,True,6811.60,6780.45
2014-04-28,13:00,6786.25,6750.30,False,False,False,False,6779.90,6763.90
2014-04-29,13:00,6779.70,6711.10,False,True,False,True,6741.15,6716.15
2014-04-30,13:00,6780.15,6723.65,False,True,False,True,6738.75,6712.05
2014-05-02,13:00,6737.65,6697.10,False,True,False,True,6708.85,6693.00
2014-05-05,13:00,6732.05,6680.45,True,False,True,False,6717.95,6694.90
2014-05-06,13:00,6743.45,6709.50,False,True,False,True,6713.10,6719.50
2014-05-07,13:00,6718.75,6672.25,False,True,False,True,6679.05,6649.90
2014-05-08,13:00,6688.40,6638.55,False,False,False,False,6643.80,6660.90
2014-05-09,13:00,6815.70,6652.15,True,False,True,False,6808.05,6866.55
2014-05-12,13:00,6988.25,6862.90,True,False,True,False,6974.10,7017.70
2014-05-13,13:00,7172.35,7067.15,False,False,False,False,7095.85,7109.00
2014-05-14,13:00,7142.25,7080.90,False,False,False,False,7090.70,7106.35
2014-05-15,13:00,7152.55,7082.55,False,False,False,False,7123.25,7124.95
2014-05-16,13:00,7563.50,7264.40,False,True,False,True,7349.40,7192.55
2014-05-19,13:00,7290.35,7193.55,True,False,True,False,7271.15,7251.80
2014-05-20,13:00,7353.65,7247.70,False,False,False,False,7273.75,7262.95
2014-05-21,13:00,7287.15,7229.75,False,True,False,True,7231.85,7249.85
2014-05-22,13:00,7319.55,7258.15,False,False,False,False,7313.10,7277.50
2014-05-23,13:00,7365.35,7293.90,True,False,True,False,7322.10,7376.30
2014-05-26,13:00,7504.00,7428.55,False,True,False,True,7474.40,7359.80
2014-05-27,13:00,7372.95,7274.75,False,False,False,False,7321.70,7308.45
2014-05-28,13:00,7344.75,7302.60,False,False,False,False,7326.00,7336.00
2014-05-29,13:00,7325.40,7279.90,False,True,False,True,7288.00,7243.95
2014-05-30,13:00,7272.50,7118.45,False,False,False,False,7236.55,7224.85
2014-06-02,13:00,7342.70,7239.50,True,False,True,False,7339.35,7357.35
2014-06-03,13:00,7419.10,7342.15,True,False,True,False,7402.35,7416.70
2014-06-04,13:00,7433.30,7393.60,False,True,False,True,7409.40,7398.90
2014-06-05,13:00,7437.25,7360.50,True,False,True,False,7426.50,7478.50
2014-06-06,13:00,7535.10,7497.65,True,False,True,False,7526.40,7586.05
2014-06-09,13:00,7669.75,7580.25,True,False,True,False,7646.35,7645.30
