Date,InputTime,DayHigh,DayLow,isDayHighBreak,isDayLowBreak,isItComesToStartingPointForTheHigh,isItComesToStartingPointForTheLow,CurrentPrice,ClosingPrice
2018-01-01,13:00,25588.00,25496.60,False,True,False,True,25516.20,25295.40
2018-01-02,13:00,25425.50,25232.80,False,False,False,False,25309.20,25329.90
2018-01-03,13:00,25454.90,25350.10,False,True,False,True,25366.80,25320.80
2018-01-04,13:00,25437.20,25310.30,True,False,True,False,25407.10,25474.40
2018-01-05,13:00,25575.30,25499.60,True,False,True,False,25539.60,25618.70
2018-01-08,13:00,25771.50,25686.30,False,True,False,True,25719.60,25668.40
2018-01-09,13:00,25803.80,25617.30,False,False,False,False,25655.30,25688.30
2018-01-10,13:00,25717.60,25527.50,False,False,False,False,25587.30,25602.90
2018-01-11,13:00,25688.80,25532.30,True,False,True,False,25667.20,25668.90
2018-01-12,13:00,25775.20,25557.60,False,False,False,False,25630.90,25715.40
2018-01-15,13:00,26078.70,25842.90,True,False,True,False,26020.40,26055.10
2018-01-16,13:00,26136.40,25951.20,False,True,False,True,26032.40,25970.70
2018-01-17,13:00,26112.10,25922.30,True,False,True,False,26077.80,26308.50
2018-01-18,13:00,26887.70,26662.30,False,True,False,True,26781.10,26527.80
2018-01-19,13:00,26765.40,26433.60,True,False,True,False,26660.60,26904.70
2018-01-22,13:00,27036.20,26841.20,True,False,True,False,26945.20,27025.20
2018-01-23,13:00,27291.30,27066.20,True,False,True,False,27205.30,27379.30
2018-01-24,13:00,27479.30,27219.40,False,False,False,False,27314.00,27414.90
2018-01-25,13:00,27435.30,27258.20,True,True,True,True,27307.90,27399.30
2018-01-29,13:00,27652.10,27407.40,False,False,False,False,27569.20,27481.40
2018-01-30,13:00,27470.30,27265.10,False,True,False,True,27318.80,27260.90
2018-01-31,13:00,27327.10,27116.90,True,False,True,False,27206.90,27393.90
2018-02-01,13:00,27575.70,27046.30,True,False,True,False,27304.50,27195.80
2018-02-02,13:00,27017.60,26631.80,False,True,False,True,26742.80,26393.30
2018-02-05,13:00,26215.10,25917.60,False,False,False,False,26161.70,26134.80
2018-02-06,13:00,25382.00,25023.80,True,False,True,False,25372.80,25907.30
2018-02-07,13:00,26078.40,25595.30,False,True,False,True,25798.00,25601.70
2018-02-08,13:00,26049.20,25637.40,True,False,True,False,25978.80,25937.40
2018-02-09,13:00,25598.30,25371.00,False,False,False,False,25544.20,25473.60
2018-02-12,13:00,25653.70,25485.40,True,False,True,False,25637.00,25712.30
2018-02-14,13:00,25800.20,25464.90,False,True,False,True,25508.90,25228.60
2018-02-15,13:00,25613.60,25297.80,True,True,True,True,25602.60,25437.30
2018-02-16,13:00,25601.00,25257.20,False,True,False,True,25301.70,25161.80
2018-02-19,13:00,25326.10,24824.60,False,False,False,False,24872.40,25089.90
2018-02-20,13:00,25158.10,24956.60,False,True,False,True,25121.20,24852.60
2018-02-21,13:00,24999.70,24813.70,False,True,False,True,24825.10,24918.50
2018-02-22,13:00,24891.80,24795.10,True,True,True,True,24850.00,24939.30
2018-02-23,13:00,25273.90,24962.80,True,False,True,False,25226.40,25328.60
2018-02-26,13:00,25601.80,25381.20,True,False,True,False,25566.30,25665.20
2018-02-27,13:00,25723.60,25427.40,False,True,False,True,25492.40,25386.80
2018-02-28,13:00,25142.40,24993.80,True,True,True,True,24997.60,25109.30
2018-03-01,13:00,25226.10,25002.90,False,True,False,True,25100.90,24862.30
2018-03-05,13:00,24848.20,24682.00,True,False,True,False,24755.80,24800.40
2018-03-06,13:00,25040.30,24764.70,False,True,False,True,24813.30,24402.40
2018-03-07,13:00,24373.40,24121.30,False,True,False,True,24182.60,24161.60
2018-03-08,13:00,24357.00,24048.60,True,False,True,False,24250.10,24466.60
2018-03-09,13:00,24564.80,24346.60,False,True,False,True,24450.40,24291.80
2018-03-12,13:00,24499.30,24358.50,True,False,True,False,24439.30,24667.30
2018-03-13,13:00,25009.70,24610.40,False,True,False,True,24997.60,24721.60
2018-03-14,13:00,24677.70,24487.00,True,False,True,False,24639.60,24861.10
2018-03-15,13:00,24897.60,24754.30,True,True,True,True,24853.30,24747.70
2018-03-16,13:00,24785.30,24648.40,False,True,False,True,24742.40,24523.80
2018-03-19,13:00,24588.10,24236.60,False,True,False,True,24274.30,24235.20
2018-03-20,13:00,24355.70,24106.40,False,True,False,True,24222.70,24191.60
