Date,InputTime,DayHigh,DayLow,isDayHighBreak,isDayLowBreak,isItComesToStartingPointForTheHigh,isItComesToStartingPointForTheLow,CurrentPrice,ClosingPrice
2016-01-01,13:00,16930.75,16824.05,True,False,True,False,16863.00,17038.00
2016-01-04,13:00,16959.45,16640.80,False,True,False,True,16664.40,16606.80
2016-01-05,13:00,16670.20,16474.85,False,False,False,False,16567.80,16536.45
2016-01-06,13:00,16597.90,16456.45,True,True,True,True,16549.60,16443.70
2016-01-07,13:00,16255.60,16067.80,False,True,False,True,16137.40,16064.50
2016-01-08,13:00,16229.00,16104.10,False,False,False,False,16166.15,16166.05
2016-01-11,13:00,16054.70,15840.60,True,False,True,False,15945.90,16036.60
2016-01-12,13:00,16073.30,15738.25,False,True,False,True,15790.15,15742.20
2016-01-13,13:00,15932.60,15540.45,True,True,True,True,15547.05,15844.85
2016-01-14,13:00,15721.80,15453.40,True,False,True,False,15711.15,15587.30
2016-01-15,13:00,15650.70,15487.90,False,True,False,True,15507.65,15175.50
2016-01-18,13:00,15270.40,14956.95,False,False,False,False,15189.50,15015.15
2016-01-19,13:00,15322.05,15101.95,True,False,True,False,15293.35,15293.60
2016-01-20,13:00,15533.45,14809.10,False,True,False,True,14870.80,14957.50
2016-01-21,13:00,15364.60,14978.60,False,True,False,True,14990.15,15101.00
2016-01-22,13:00,15575.65,15274.90,False,False,False,False,15510.60,15501.15
2016-01-25,13:00,15682.65,15533.85,False,True,False,True,15592.90,15560.15
2016-01-27,13:00,15673.95,15442.20,False,False,False,False,15600.45,15524.55
2016-01-28,13:00,15572.20,15451.75,False,True,False,True,15492.75,15371.05
2016-01-29,13:00,15403.05,15136.85,True,False,True,False,15380.20,15514.35
2016-02-01,13:00,15565.50,15361.65,False,True,False,True,15408.00,15321.70
2016-02-02,13:00,15463.45,15193.85,False,True,False,True,15331.60,15064.55
2016-02-03,13:00,14947.80,14777.75,False,False,False,False,14914.05,14839.60
2016-02-04,13:00,14978.35,14840.95,False,True,False,True,14961.90,14898.55
2016-02-05,13:00,15144.00,14890.90,True,False,True,False,15084.20,15198.90
2016-02-08,13:00,15342.90,15166.10,True,True,True,True,15328.65,14970.05
2016-02-09,13:00,14918.75,14760.80,True,False,True,False,14861.60,14873.55
2016-02-10,13:00,14779.15,14559.80,False,True,False,True,14632.70,14600.35
2016-02-11,13:00,14530.80,14405.45,False,True,False,True,14461.55,14026.10
2016-02-12,13:00,14098.70,13810.60,True,False,True,False,13909.60,13900.45
2016-02-15,13:00,14482.15,14120.50,True,False,True,False,14453.85,14429.10
2016-02-16,13:00,14562.55,14260.50,False,True,False,True,14303.55,14160.90
2016-02-17,13:00,14154.60,13892.10,True,False,True,False,13970.40,14172.10
2016-02-18,13:00,14385.65,14193.60,False,True,False,True,14207.90,14277.30
2016-02-19,13:00,14373.95,14207.35,True,False,True,False,14264.95,14318.65
2016-02-22,13:00,14467.15,14322.65,False,False,False,False,14346.15,14381.60
